report_number,local_case_number,agency_name,acrs_report_type,crash_date_time,hit_run,lane_number,number_of_lanes,nontraffic,off_road_description,at_fault,collision_type,weather,light,traffic_control,driver_substance_abuse,first_harmful_event,second_harmful_event,fixed_oject_struck,route_type,mile_point,mile_point_direction,lane_direction,direction,distance,distance_unit,road_grade,road_name,cross_street_type,cross_street_name,municipality,surface_condition,junction,intersection_type,intersection_area,road_alignment,road_condition,road_division,related_non_motorist,non_motorist_substance_abuse,lane_type
MCP33010020,230071831,Montgomery County Police,Property Damage Crash,2023-12-15T05:15:00.000,No,1,1,No,,DRIVER,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,FIXED OBJECT,PARKED VEHICLE,MAILBOX,County,0,South,South,South,100,FEET,LEVEL,PALERMO DR,County,KILKENNY ST,N/A,DRY,N/A,N/A,N/A,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP91180048,230071828,Montgomery County Police,Property Damage Crash,2023-12-15T04:06:00.000,Yes,3,3,No,,DRIVER,SAME DIR REAR END,CLEAR,UNKNOWN,TRAFFIC SIGNAL,"N/A, NONE DETECTED",OTHER VEHICLE,N/A,N/A,Maryland (State),1.36,North,North,North,0,FEET,LEVEL,GEORGIA AVE,Ramp,RAMP 4 FR MD 97 NB TO IS 495 EB,N/A,DRY,INTERSECTION RELATED,OTHER,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP31050058,230071818,Montgomery County Police,Injury Crash,2023-12-15T00:36:00.000,No,2,2,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,N/A,N/A,County,1.42,South,South,South,0,FEET,LEVEL,FATHER HURLEY BLVD,County,WISTERIA DR,N/A,DRY,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP3270002D,230071808,Montgomery County Police,Property Damage Crash,2023-12-14T21:35:00.000,No,1,3,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,N/A,N/A,US (State),2.72,North,South,North,0,FEET,LEVEL,COLESVILLE RD,Maryland (State),UNIVERSITY BLVD E,N/A,DRY,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP29870089,230071804,Montgomery County Police,Injury Crash,2023-12-14T21:25:00.000,No,2,3,No,,DRIVER,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,N/A,N/A,US (State),7.68,North,South,North,0,FEET,LEVEL,COLUMBIA PIKE,County,FAIRLAND RD,N/A,DRY,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP33560016,230071790,Montgomery County Police,Property Damage Crash,2023-12-14T19:31:00.000,No,4,4,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK LIGHTS ON,NO CONTROLS,"N/A, NONE DETECTED",OTHER VEHICLE,N/A,N/A,Maryland (State),17.62,North,North,South,100,FEET,LEVEL,FREDERICK RD,County,GUNNERS BRANCH RD,N/A,DRY,INTERSECTION RELATED,N/A,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP30310055,230071789,Montgomery County Police,Property Damage Crash,2023-12-14T19:10:00.000,No,1,2,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,N/A,N/A,Maryland (State),10.09,North,North,North,0,FEET,LEVEL,NEW HAMPSHIRE AVE,County,CLOVERLY ST,N/A,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP3121005F,230071781,Montgomery County Police,Property Damage Crash,2023-12-14T18:56:00.000,No,0,0,Yes,PARKING LOT IFO 18221 LOST KNIFE CIRCLE (CIDER MILL APARTMENTS),DRIVER,OTHER,CLEAR,DARK LIGHTS ON,N/A,NONE DETECTED,PARKED VEHICLE,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
MCP3145004F,230071785,Montgomery County Police,Property Damage Crash,2023-12-14T18:45:00.000,No,2,3,No,,DRIVER,SAME DIRECTION RIGHT TURN,CLEAR,N/A,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,N/A,N/A,Maryland (State),3.32,North,North,North,20,FEET,LEVEL,NEW HAMPSHIRE AVE,County,ELTON RD,N/A,DRY,N/A,N/A,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP3192004D,230071783,Montgomery County Police,Property Damage Crash,2023-12-14T18:34:00.000,No,2,3,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,"N/A, NONE DETECTED",OTHER VEHICLE,N/A,N/A,Maryland (State),4.28,North,North,North,0,FEET,LEVEL,GEORGIA AVE,County,SHOREFIELD RD,N/A,DRY,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP2799007K,230071778,Montgomery County Police,Property Damage Crash,2023-12-14T18:30:00.000,No,1,6,No,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,OTHER VEHICLE,N/A,US (State),1.25,North,North,North,0,FEET,LEVEL,COLESVILLE RD,County,N NOYES DR,N/A,DRY,INTERSECTION,T-INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP30310054,230071769,Montgomery County Police,Property Damage Crash,2023-12-14T17:30:00.000,No,1,1,No,,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DARK LIGHTS ON,STOP SIGN,NONE DETECTED,PARKED VEHICLE,N/A,N/A,County,0.23,North,South,North,0,FEET,LEVEL,WOODWELL RD,County,WOODWELL TERR,N/A,N/A,INTERSECTION RELATED,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP31610063,230071764,Montgomery County Police,Property Damage Crash,2023-12-14T17:05:00.000,No,2,4,No,,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DUSK,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,N/A,N/A,Maryland (State),2.22,North,North,North,0,FEET,LEVEL,CONNECTICUT AVE,County,JONES BRIDGE RD,N/A,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
DD55670022,230071752,Rockville Police Departme,Injury Crash,2023-12-14T16:31:00.000,No,3,3,No,,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,N/A,NONE DETECTED,OTHER VEHICLE,OTHER VEHICLE,N/A,Maryland (State),7.78,North,South,North,0.25,MILE,LEVEL,ROCKVILLE PIKE,Municipality,TEMPLETON PL,ROCKVILLE,DRY,N/A,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP2875007Z,230071773,Montgomery County Police,Property Damage Crash,2023-12-14T16:30:00.000,Yes,0,0,Yes,PARKING LOT OF 11530 MIDDLEBROOK RD.,DRIVER,OPPOSITE DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,NO CONTROLS,UNKNOWN,OTHER VEHICLE,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
MCP2466004Q,230071743,Montgomery County Police,Property Damage Crash,2023-12-14T15:57:00.000,No,2,2,No,,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,N/A,N/A,Maryland (State),15.21,East,West,East,0,FEET,LEVEL,DARNESTOWN RD,County,RIFFLE FORD RD,N/A,DRY,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP30580055,230071742,Montgomery County Police,Injury Crash,2023-12-14T15:55:00.000,No,2,2,No,,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,OTHER VEHICLE,N/A,Maryland (State),14.97,East,West,East,100,FEET,LEVEL,DARNESTOWN RD,County,NORMAN DR,N/A,DRY,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP1174006N,230071740,Montgomery County Police,Property Damage Crash,2023-12-14T15:53:00.000,No,3,4,No,,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,N/A,N/A,County,0,East,West,East,0,FEET,LEVEL,JONES BRIDGE RD,Maryland (State),ROCKVILLE PIKE,N/A,DRY,INTERSECTION,FOUR-WAY INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
DD559500FH,230071737,Rockville Police Departme,Property Damage Crash,2023-12-14T15:30:00.000,No,3,3,No,,DRIVER,OTHER,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,N/A,N/A,Maryland (State),9.32,North,North,North,20,FEET,LEVEL,ROCKVILLE PIKE,Municipality,CHURCH ST,ROCKVILLE,DRY,INTERSECTION RELATED,FOUR-WAY INTERSECTION,INTERSECTION RELATED,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP30800045,230071734,Montgomery County Police,Property Damage Crash,2023-12-14T15:23:00.000,No,1,1,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,N/A,"N/A, NONE DETECTED",OTHER VEHICLE,N/A,N/A,County,3.53,East,South,East,0,FEET,LEVEL,SCHAEFFER RD,County,KINGSHILL RD,N/A,DRY,INTERSECTION,T-INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP2780007L,230071730,Montgomery County Police,Injury Crash,2023-12-14T15:15:00.000,No,1,3,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,FIXED OBJECT,CURB,Maryland (State),19.26,North,North,North,0,FEET,LEVEL,FREDERICK RD,County,SHAKESPEARE BLVD,N/A,DRY,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP2686006S,230071736,Montgomery County Police,Property Damage Crash,2023-12-14T15:04:00.000,Yes,1,2,No,,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,N/A,"N/A, NONE DETECTED",OTHER VEHICLE,N/A,N/A,Other Public Roadway,0.76,East,East,West,20,FEET,LEVEL,SHAWNEE LA,County,GATEWAY CENTER DR,N/A,DRY,N/A,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP2314002T,230071744,Montgomery County Police,Property Damage Crash,2023-12-14T14:30:00.000,No,0,0,Yes,PARKING LOT OF 11300 GAINSBOROUGH ROAD,DRIVER,SAME DIRECTION SIDESWIPE,CLOUDY,DAYLIGHT,N/A,"N/A, NONE DETECTED",PARKED VEHICLE,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
MCP3016004Q,230071722,Montgomery County Police,Property Damage Crash,2023-12-14T14:15:00.000,No,1,2,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,STOP SIGN,N/A,OTHER VEHICLE,N/A,N/A,County,0.17,East,East,East,0,FEET,LEVEL,MIDDLEBROOK RD,County,LOCBURY DR,N/A,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",,,
DD56520043,230071718,Rockville Police Departme,Property Damage Crash,2023-12-14T14:00:00.000,No,1,2,No,,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,N/A,CURB,Maryland (State),1.26,East,East,East,0,FEET,GRADE DOWNHILL,VEIRS MILL RD,Municipality,ATLANTIC AVE,ROCKVILLE,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP2962008P,230071712,Montgomery County Police,Property Damage Crash,2023-12-14T13:27:00.000,No,0,0,Yes,PARKING LOT OF 13031 WISTERIA DRIVE,DRIVER,OTHER,CLEAR,DAYLIGHT,N/A,NONE DETECTED,OTHER VEHICLE,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
MCP285900FN,230071710,Montgomery County Police,Injury Crash,2023-12-14T13:20:00.000,No,3,3,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,N/A,N/A,Maryland (State),12.79,North,South,North,0,FEET,LEVEL,FREDERICK RD,Municipality,ONEILL DR,GAITHERSBURG,DRY,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP29410053,230071702,Montgomery County Police,Property Damage Crash,2023-12-14T12:07:00.000,No,1,2,No,,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,N/A,NONE DETECTED,OTHER VEHICLE,N/A,N/A,County,2.24,South,North,North,10,FEET,LEVEL,SNOUFFERS SCHOOL RD,County,MOONEY DR,N/A,DRY,INTERSECTION RELATED,T-INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP3009007F,230071703,Montgomery County Police,Property Damage Crash,2023-12-14T11:50:00.000,Yes,0,3,No,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,N/A,OTHER VEHICLE,N/A,N/A,County,2.11,East,East,East,0,FEET,LEVEL,MIDDLEBROOK RD,County,OBSERVATION DR,N/A,DRY,INTERSECTION,T-INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,LEFT TURN LANE
MCP3312004J,230071688,Montgomery County Police,Property Damage Crash,2023-12-14T11:15:00.000,Yes,4,4,No,,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,N/A,N/A,US (State),8.498,North,South,North,0,FEET,LEVEL,COLUMBIA PIKE,Ramp,RAMP 6 FR BRIGGS CHANEY RD TO US 29 SB,N/A,DRY,INTERSECTION,FOUR-WAY INTERSECTION,N/A,CURVE LEFT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP3362002D,230071649,Montgomery County Police,Injury Crash,2023-12-14T09:38:00.000,No,1,2,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,STOP SIGN,NONE DETECTED,OTHER VEHICLE,N/A,N/A,County,0.43,North,East,North,0,FEET,LEVEL,LOCKWOOD DR,County,NORTHWEST DR,N/A,DRY,N/A,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",,,
MCP285900FM,230071650,Montgomery County Police,Injury Crash,2023-12-14T09:30:00.000,No,0,3,No,,DRIVER,HEAD ON LEFT TURN,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,FIXED OBJECT,SIGN SUPPORT POLE,Municipality,0.51,West,North,West,0,FEET,LEVEL,FIRSTFIELD RD,Municipality,QUINCE ORCHARD BLVD,GAITHERSBURG,DRY,INTERSECTION,T-INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,LEFT TURN LANE
DD55670020,230071645,Rockville Police Departme,Property Damage Crash,2023-12-14T09:06:00.000,Yes,1,1,No,,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,N/A,NONE DETECTED,PARKED VEHICLE,N/A,N/A,Municipality,0.3,North,South,South,500,FEET,GRADE DOWNHILL,LEWIS AVE,Municipality,BROOKE DR,ROCKVILLE,DRY,N/A,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
EJ7887003K,230071642,Gaithersburg Police Depar,Injury Crash,2023-12-14T08:50:00.000,No,2,3,No,,DRIVER,HEAD ON LEFT TURN,CLEAR,DAYLIGHT,STOP SIGN,NONE DETECTED,OTHER VEHICLE,N/A,N/A,Maryland (State),11.45,East,South,East,0,FEET,LEVEL,W DIAMOND AVE,Municipality,BUREAU DR,GAITHERSBURG,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP120500B8,230071634,Montgomery County Police,Property Damage Crash,2023-12-14T08:13:00.000,No,2,2,No,,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,N/A,N/A,Maryland (State),2.05,East,West,East,10,FEET,LEVEL,EAST WEST HWY,County,MEADOWBROOK LA,N/A,ICE,N/A,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP27710031,230071628,Montgomery County Police,Property Damage Crash,2023-12-14T08:01:00.000,No,2,3,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,NO CONTROLS,N/A,OTHER VEHICLE,N/A,N/A,County,6.23,East,East,East,0,FEET,HILL CREST,RANDOLPH RD,County,SHERWOOD FOREST DR,N/A,DRY,INTERSECTION,T-INTERSECTION,N/A,CURVE RIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP2016007K,230071633,Montgomery County Police,Property Damage Crash,2023-12-14T07:52:00.000,No,3,3,No,,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,"N/A, NONE DETECTED",OTHER VEHICLE,OTHER VEHICLE,N/A,Maryland (State),11.07,North,South,North,0,FEET,LEVEL,FREDERICK RD,County,E GUDE DR,N/A,DRY,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP28440076,230071630,Montgomery County Police,Injury Crash,2023-12-14T07:50:00.000,No,2,3,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,N/A,N/A,Maryland (State),7.17,North,South,South,25,FEET,GRADE DOWNHILL,CONNECTICUT AVE,County,DEAN RD,N/A,DRY,INTERSECTION RELATED,T-INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP3091004G,230071626,Montgomery County Police,Injury Crash,2023-12-14T07:27:00.000,No,2,2,No,,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,NO CONTROLS,N/A,OTHER VEHICLE,N/A,N/A,County,1.28,West,South,East,25,FEET,GRADE DOWNHILL,SOUTHLAWN LA,County,E GUDE DR,N/A,ICE,N/A,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
DD5567001Z,230071625,Rockville Police Departme,Property Damage Crash,2023-12-14T07:24:00.000,No,0,0,Yes,IFO 200 BLK POPLAR SPRING RD,DRIVER,OTHER,CLEAR,DAYLIGHT,N/A,NONE DETECTED,PARKED VEHICLE,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
MCP2445005D,230071622,Montgomery County Police,Injury Crash,2023-12-14T07:22:00.000,No,2,3,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,STOP SIGN,NONE DETECTED,OTHER VEHICLE,N/A,N/A,County,2.23,East,East,East,0,FEET,LEVEL,MIDDLEBROOK RD,Unknown,ENT TO MIDDLEBROOK SQ SHOPPING CENTER,N/A,DRY,INTERSECTION,T-INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP1564007R,230071621,Montgomery County Police,Property Damage Crash,2023-12-14T07:05:00.000,No,1,2,No,,UNKNOWN,SINGLE VEHICLE,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,ANIMAL,N/A,N/A,Maryland (State),12.515,North,South,North,0.1,MILE,LEVEL,GEORGIA AVE,County,HOLLOW CREST DR,N/A,DRY,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",,,
MCP3280004F,230071615,Montgomery County Police,Injury Crash,2023-12-14T06:15:00.000,No,1,4,No,,DRIVER,SAME DIR REAR END,CLEAR,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,N/A,N/A,US (State),7.68,North,South,South,300,FEET,LEVEL,COLUMBIA PIKE,County,FAIRLAND RD,N/A,DRY,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP30210077,230071614,Montgomery County Police,Property Damage Crash,2023-12-14T06:00:00.000,Yes,3,4,No,,DRIVER,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,"NONE DETECTED, UNKNOWN",OTHER VEHICLE,OTHER VEHICLE,N/A,US (State),7.25,North,North,South,100,FEET,LEVEL,COLUMBIA PIKE,County,MUSGROVE RD,N/A,DRY,N/A,FOUR-WAY INTERSECTION,INTERSECTION RELATED,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP2108001R,230071594,Montgomery County Police,Property Damage Crash,2023-12-13T23:00:00.000,No,3,6,No,,DRIVER,SINGLE VEHICLE,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,FIXED OBJECT,N/A,CURB,Maryland (State),10.32,North,South,North,100,FEET,LEVEL,HUNGERFORD DR,Municipality,MANNAKEE ST,ROCKVILLE,DRY,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP23350023,230071592,Montgomery County Police,Property Damage Crash,2023-12-13T23:00:00.000,No,1,2,No,,DRIVER,SINGLE VEHICLE,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,FIXED OBJECT,N/A,CURB,County,1.19,North,South,South,50,FEET,LEVEL,SNOWDEN FARM PKWY (PROP),County,SNOWDEN FARM PKWY (AHEAD),N/A,DRY,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP32310014,230071591,Montgomery County Police,Injury Crash,2023-12-13T22:16:00.000,No,3,3,No,,DRIVER,SAME DIRECTION RIGHT TURN,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,FIXED OBJECT,LIGHT SUPPORT POLE,Maryland (State),4.38,North,South,North,694,FEET,LEVEL,ROCKVILLE PIKE,County,GROSVENOR LA,N/A,DRY,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,OTHER,,,
MCP93990020,230071589,Montgomery County Police,Property Damage Crash,2023-12-13T21:30:00.000,No,1,1,No,,UNKNOWN,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK NO LIGHTS,STOP SIGN,NONE DETECTED,OTHER VEHICLE,N/A,N/A,County,0.94,West,North,West,0,FEET,LEVEL,GLEN RD,County,PINEY MEETINGHOUSE RD,N/A,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP2875007Y,230071586,Montgomery County Police,Property Damage Crash,2023-12-13T20:41:00.000,No,1,2,No,,DRIVER,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,NO CONTROLS,"ALCOHOL PRESENT, NONE DETECTED",OTHER VEHICLE,OVERTURN,TREE SHRUBBERY,Maryland (State),3.99,North,North,South,0.1,MILE,LEVEL,RIDGE RD,County,KAKAE DR,N/A,DRY,N/A,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP3228005K,230071571,Montgomery County Police,Injury Crash,2023-12-13T19:29:00.000,No,1,1,No,,DRIVER,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,PARKED VEHICLE,N/A,N/A,County,0.22,East,West,West,131,FEET,LEVEL,DOVER RD,County,OLD DOVER RD,N/A,DRY,NON INTERSECTION,N/A,N/A,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP2780007K,230071565,Montgomery County Police,Injury Crash,2023-12-13T18:50:00.000,No,2,3,No,,DRIVER,HEAD ON LEFT TURN,CLOUDY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,OTHER OBJECT,CURB,Maryland (State),19.26,North,South,North,0,FEET,LEVEL,FREDERICK RD,County,SHAKESPEARE BLVD,N/A,DRY,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP2760004L,230071552,Montgomery County Police,Injury Crash,2023-12-13T17:50:00.000,No,1,2,No,,DRIVER,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,N/A,OTHER VEHICLE,N/A,N/A,Maryland (State),4.55,North,North,South,1,MILE,HILL UPHILL,MIDCOUNTY HWY,County,PIER POINT PL,N/A,DRY,INTERSECTION RELATED,T-INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP3220004J,230071551,Montgomery County Police,Injury Crash,2023-12-13T17:37:00.000,No,2,2,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DUSK,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,N/A,N/A,County,2.9,North,North,North,0,FEET,LEVEL,MUDDY BRANCH RD,County,HARMONY HALL RD,N/A,DRY,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
