report_number,local_case_number,agency_name,acrs_report_type,crash_date_time,off_road_description,collision_type,weather,light,traffic_control,driver_substance_abuse,person_id,driver_at_fault,injury_severity,circumstance,driver_distracted_by,drivers_license_state,vehicle_id,vehicle_damage_extent,vehicle_first_impact_location,vehicle_second_impact_location,vehicle_body_type,vehicle_movement,vehicle_continuing_dir,vehicle_going_dir,speed_limit,driverless_vehicle,parked_vehicle,vehicle_year,vehicle_make,vehicle_model,equipment_problems,route_type,road_name,cross_street_type,cross_street_name,municipality,surface_condition,related_non_motorist,non_motorist_substance_abuse
MCP33340025,230072994,Montgomery County Police,Property Damage Crash,2023-12-21T16:41:00.000,,SAME DIRECTION SIDESWIPE,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,651ABE89-B963-4079-AC72-F6B965B2402F,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,0797D16E-2EE7-4439-B354-E23E503F7E6F,FUNCTIONAL,TWO OCLOCK,TWO OCLOCK,(SPORT) UTILITY VEHICLE,CHANGING LANES,North,North,35,No,No,2018,MITS,OUTLANDER,NO MISUSE,Maryland (State),GEORGIA AVE,County,LUZERNE AVE,N/A,DRY,,
MCP33340025,230072994,Montgomery County Police,Property Damage Crash,2023-12-21T16:41:00.000,,SAME DIRECTION SIDESWIPE,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,F67CB272-6CAB-49AD-A971-453A7641E3F0,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,95A4DD80-F361-4D1D-83F8-E7A0441282C0,FUNCTIONAL,SIX OCLOCK,SIX OCLOCK,TRANSIT BUS,STOPPED IN TRAFFIC LANE,North,North,0,No,No,2023,UK,BUS,NO MISUSE,Maryland (State),GEORGIA AVE,County,LUZERNE AVE,N/A,DRY,,
MCP23390092,230072990,Montgomery County Police,Property Damage Crash,2023-12-21T16:40:00.000,,SINGLE VEHICLE,CLOUDY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,C7429E0B-1B57-4E8E-8F85-7B2EFD02BCA6,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,C885751D-4749-49C5-AD88-62440EF69C11,SUPERFICIAL,ONE OCLOCK,ONE OCLOCK,SCHOOL BUS,MOVING CONSTANT SPEED,North,North,30,No,No,2013,THOMAS,BUS,UNKNOWN,County,BALTIMORE RD,County,PARKVALE RD,N/A,DRY,,
EJ786600D9,230072987,Gaithersburg Police Depar,Property Damage Crash,2023-12-21T16:30:00.000,,HEAD ON LEFT TURN,CLOUDY,DUSK,STOP SIGN,NONE DETECTED,A9C9647C-B5B3-44A0-B068-338BD6B5BC55,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,66DAF2F3-DA3A-4DF8-9D15-07EBDFBC945A,DISABLING,TWO OCLOCK,TWO OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,West,25,No,No,2023,VOLV,XC60,NO MISUSE,Municipality,KENTLANDS BLVD,Municipality,TSCHIFFELY SQUARE RD,GAITHERSBURG,DRY,,
EJ786600D9,230072987,Gaithersburg Police Depar,Property Damage Crash,2023-12-21T16:30:00.000,,HEAD ON LEFT TURN,CLOUDY,DUSK,STOP SIGN,NONE DETECTED,32025D90-911C-42A6-A5B9-45C228AC14CA,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,NY,0EABDB16-3FC9-49F4-9CB9-EB7832FDED01,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,South,25,No,No,2016,HONDA,ODYSSEY,NO MISUSE,Municipality,KENTLANDS BLVD,Municipality,TSCHIFFELY SQUARE RD,GAITHERSBURG,DRY,,
MCP2832008Y,230073017,Montgomery County Police,Property Damage Crash,2023-12-21T16:21:00.000,"IFO 10116 RIVER ROAD, CHIPOTLE MEXICAN GRILL
IN THE PARKING LOT",SAME DIRECTION SIDESWIPE,CLOUDY,UNKNOWN,N/A,UNKNOWN,7FCD384B-7DB8-4E20-A215-CC81A958E92A,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,371524DA-68E3-4C98-840D-FDD7DE0A5A60,FUNCTIONAL,ONE OCLOCK,ONE OCLOCK,(SPORT) UTILITY VEHICLE,PARKING,North,East,10,No,No,2019,PORSCHE,CAYENNE,UNKNOWN,,,,,,,,
MCP2552006X,230072976,Montgomery County Police,Injury Crash,2023-12-21T15:34:00.000,,OTHER,CLOUDY,DAYLIGHT,N/A,N/A,B2B6C7D7-F31D-451C-80BD-C1160951007F,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,674F0E44-0B35-471A-97A9-9696491C3BA8,NO DAMAGE,TWO OCLOCK,TWO OCLOCK,PASSENGER CAR,ACCELERATING,West,West,30,No,No,2023,CHEVROLET,TRAVERSE,N/A,Maryland (State),FISHER AVE,Municipality,CATTAIL RD,POOLESVILLE,DRY,PEDESTRIAN,N/A
DM85000019,230072968,Takoma Park Police Depart,Property Damage Crash,2023-12-21T14:50:00.000,,OTHER,CLOUDY,DAYLIGHT,N/A,N/A,303A11B8-08FC-4A37-A5C8-B51D042D0F8A,Unknown,NO APPARENT INJURY,N/A,UNKNOWN,DC,97E01165-4067-4868-8425-DDEFE1FCFB56,DESTROYED,NINE OCLOCK,TEN OCLOCK,PASSENGER CAR,PARKED,,,25,No,Yes,2008,ACURA,TL,N/A,County,MAPLEWOOD AVE,Maryland (State),FLOWER AVE,N/A,DRY,,
DM85000019,230072968,Takoma Park Police Depart,Property Damage Crash,2023-12-21T14:50:00.000,,OTHER,CLOUDY,DAYLIGHT,N/A,N/A,A5DE89AC-AAA6-46FA-830D-706FCF9861D8,Unknown,NO APPARENT INJURY,N/A,UNKNOWN,MD,4B07E795-B112-4BA8-ACB5-992D9B487E93,NO DAMAGE,EIGHT OCLOCK,EIGHT OCLOCK,SCHOOL BUS,MOVING CONSTANT SPEED,South,South,25,No,No,2022,THMS,BU,N/A,County,MAPLEWOOD AVE,Maryland (State),FLOWER AVE,N/A,DRY,,
MCP30210078,230072967,Montgomery County Police,Injury Crash,2023-12-21T14:20:00.000,IFO 12044 CHERRY HILL ROAD IN PARKING LOT,STRAIGHT MOVEMENT ANGLE,N/A,DAYLIGHT,NO CONTROLS,NONE DETECTED,CE92127F-F43A-4E7D-AE01-8032B746CF17,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,DC,213B8000-E641-427C-AB06-4B607DA2338A,SUPERFICIAL,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,West,0,No,No,2016,HYUNDAI,SONATA,NO MISUSE,,,,,,,,
MCP30210078,230072967,Montgomery County Police,Injury Crash,2023-12-21T14:20:00.000,IFO 12044 CHERRY HILL ROAD IN PARKING LOT,STRAIGHT MOVEMENT ANGLE,N/A,DAYLIGHT,NO CONTROLS,NONE DETECTED,26D74FD3-0E03-4136-95B1-13D005290DAE,Yes,SUSPECTED MINOR INJURY,N/A,LOOKED BUT DID NOT SEE,MD,6C07533B-D64B-4F06-B5AC-F37970B1130D,SUPERFICIAL,EIGHT OCLOCK,EIGHT OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,0,No,No,2004,TOYT,UT,NO MISUSE,,,,,,,,
MCP2438003L,230072950,Montgomery County Police,Injury Crash,2023-12-21T13:34:00.000,,SAME DIR REAR END,CLOUDY,DAYLIGHT,NO CONTROLS,NONE DETECTED,D951A939-197D-447C-BABB-1243625FCD8E,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,578CBABD-B628-41FB-97E6-0D712C9F70D9,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,35,No,No,2015,TOYOTA,TACOMA,NO MISUSE,Maryland (State),CLOPPER RD,Other Public Roadway,ALLSPICE RD,N/A,DRY,,
MCP2438003L,230072950,Montgomery County Police,Injury Crash,2023-12-21T13:34:00.000,,SAME DIR REAR END,CLOUDY,DAYLIGHT,NO CONTROLS,NONE DETECTED,97807016-FE38-4DFA-A9E9-E134ED29CBFE,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,47BE9D16-4272-4B78-A137-DB6F1A1BCCE1,FUNCTIONAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,South,35,No,No,2016,HONDA,CIVIC,NO MISUSE,Maryland (State),CLOPPER RD,Other Public Roadway,ALLSPICE RD,N/A,DRY,,
MCP15630093,230072939,Montgomery County Police,Injury Crash,2023-12-21T12:24:00.000,,HEAD ON LEFT TURN,CLOUDY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,2F8C3A41-C0EF-41AB-990A-3FCB5C0FBCBB,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,DD28AE8F-51C2-479B-8B99-FC8CD383B366,FUNCTIONAL,TWELVE OCLOCK,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,35,No,No,2000,NISS,SD,NO MISUSE,Maryland (State),16TH ST,Maryland (State),EAST WEST HWY,N/A,DRY,,
MCP15630093,230072939,Montgomery County Police,Injury Crash,2023-12-21T12:24:00.000,,HEAD ON LEFT TURN,CLOUDY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,227B6FB5-7F99-46DC-96DD-E038D2E79924,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,DEF15F10-B557-4AD3-A40C-7ED2CBF6B66C,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PICKUP TRUCK,MAKING LEFT TURN,West,North,35,No,No,2004,CHEV,PK,NO MISUSE,Maryland (State),16TH ST,Maryland (State),EAST WEST HWY,N/A,DRY,,
MCP3378000V,230072935,Montgomery County Police,Property Damage Crash,2023-12-21T12:15:00.000,,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,E90B0EEC-4ECB-4DC4-87F7-27594099A1E0,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,03A782E2-4FC7-4A3C-A193-4F05BF035814,FUNCTIONAL,TWO OCLOCK,TWO OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,East,East,40,No,No,2016,NISSAN,ROGUE,N/A,Maryland (State),UNIVERSITY BLVD W,Maryland (State),VEIRS MILL RD,N/A,DRY,,
MCP3378000V,230072935,Montgomery County Police,Property Damage Crash,2023-12-21T12:15:00.000,,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,UNKNOWN,AA8AE4E1-04F2-441E-9B88-4917F7D7DE47,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,F1E15571-C019-45D8-9911-C01398DC477A,UNKNOWN,NINE OCLOCK,NINE OCLOCK,,CHANGING LANES,East,East,40,No,No,0,UNKNOWN,UNKNOWN,UNKNOWN,Maryland (State),UNIVERSITY BLVD W,Maryland (State),VEIRS MILL RD,N/A,DRY,,
MCP27710033,230072910,Montgomery County Police,Property Damage Crash,2023-12-21T09:55:00.000,,SINGLE VEHICLE,CLOUDY,DAYLIGHT,TRAFFIC SIGNAL,N/A,F4E6F8E1-7388-4BF6-B873-CA2E999C31B8,No,NO APPARENT INJURY,"N/A, TRAFFIC CONTROL DEVICE INOPERATIVE",NOT DISTRACTED,MD,5291A6A3-9A3C-49A4-A888-58E0A2875A4C,DISABLING,ONE OCLOCK,TWO OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,45,No,No,2013,FORD,ESCAPE,NO MISUSE,Maryland (State),VEIRS MILL RD,County,PARKLAND DR,N/A,DRY,,
MCP235300CR,230072904,Montgomery County Police,Injury Crash,2023-12-21T09:27:00.000,,SAME DIR REAR END,CLOUDY,DAYLIGHT,NO CONTROLS,NONE DETECTED,F8BA3C61-BB9E-420C-8F38-2A26780C2407,Yes,SUSPECTED MINOR INJURY,N/A,UNKNOWN,MD,95BA371A-7382-42B4-9ECC-30790DF73514,DESTROYED,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,South,South,25,No,No,2014,LEXUS,ES350,NO MISUSE,Maryland (State),OLD GEORGETOWN RD,Unknown,CROSSOVER,N/A,DRY,,
MCP235300CR,230072904,Montgomery County Police,Injury Crash,2023-12-21T09:27:00.000,,SAME DIR REAR END,CLOUDY,DAYLIGHT,NO CONTROLS,NONE DETECTED,19C2DE94-1069-4D0B-B157-FC9A5205D4C5,No,SUSPECTED MINOR INJURY,N/A,LOOKED BUT DID NOT SEE,MD,231AE375-A441-461C-9EA4-4E67CEDA0C31,FUNCTIONAL,SIX OCLOCK,SIX OCLOCK,"OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)",CHANGING LANES,South,South,25,No,No,2023,FORD,MAVERICK,NO MISUSE,Maryland (State),OLD GEORGETOWN RD,Unknown,CROSSOVER,N/A,DRY,,
MCP30100095,230072905,Montgomery County Police,Property Damage Crash,2023-12-21T08:15:00.000,PARKING LOT OF 10690 OLD GEORGETOWN RD,UNKNOWN,N/A,DAYLIGHT,NO CONTROLS,N/A,C341D929-C456-450A-9B3B-E666E16E9D47,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,39EB8255-74EF-4039-80AD-284D1089A2A1,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,Unknown,Unknown,20,No,No,0,UNKNOWN,UNKNOWN,N/A,,,,,,,,
MCP2764002Z,230072885,Montgomery County Police,Property Damage Crash,2023-12-21T08:12:00.000,,SINGLE VEHICLE,CLEAR,DAYLIGHT,N/A,N/A,87A751EB-F667-4747-BD50-53FF6231DCEA,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,7DE8AFC8-28C0-42BA-9645-ADABD37E58C7,SUPERFICIAL,TEN OCLOCK,TEN OCLOCK,SCHOOL BUS,MOVING CONSTANT SPEED,North,North,25,No,No,2015,FRHT,BUS,NO MISUSE,County,GOODHILL RD,County,VALLEYWOOD DR,N/A,DRY,,
MCP27710032,230072890,Montgomery County Police,Injury Crash,2023-12-21T08:02:00.000,,SAME DIR REAR END,CLEAR,DAYLIGHT,NO CONTROLS,N/A,6076ADB5-4B61-478F-BB6D-1004C7AC5C6D,No,NO APPARENT INJURY,"N/A, VISION OBSTRUCTION (INCL. BLINDED BY SUN)",NOT DISTRACTED,MD,5D7CD0CB-4D8A-45A3-BEE2-5911D33FFCF8,FUNCTIONAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,45,No,No,2019,CHEV,CRUZ,NO MISUSE,County,VEIRS MILL RD,County,EDGEBROOK RD,N/A,DRY,,
MCP3348001Y,230072889,Montgomery County Police,Property Damage Crash,2023-12-21T08:02:00.000,,SAME DIR REAR END,CLEAR,DAYLIGHT,N/A,NONE DETECTED,6549D18C-C02B-49E6-AB65-DEF4CA07785D,No,NO APPARENT INJURY,"N/A, VISION OBSTRUCTION (INCL. BLINDED BY SUN)",UNKNOWN,MD,C851927A-CC25-465A-ACD9-038F23BE363B,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,East,East,35,No,No,2022,TOYT,UT,NO MISUSE,Maryland (State),VEIRS MILL RD,County,GAYNOR RD,N/A,DRY,,
MCP3348001Y,230072889,Montgomery County Police,Property Damage Crash,2023-12-21T08:02:00.000,,SAME DIR REAR END,CLEAR,DAYLIGHT,N/A,NONE DETECTED,3D7B919F-1529-44DB-867F-B3138C230EF4,No,NO APPARENT INJURY,"N/A, VISION OBSTRUCTION (INCL. BLINDED BY SUN)",NOT DISTRACTED,MD,6EB40D91-B5D7-4044-8F8E-3703B4FBAE2B,FUNCTIONAL,SIX OCLOCK,SIX OCLOCK,(SPORT) UTILITY VEHICLE,STOPPED IN TRAFFIC LANE,East,East,35,No,No,2012,TOYT,TK,NO MISUSE,Maryland (State),VEIRS MILL RD,County,GAYNOR RD,N/A,DRY,,
MCP3348001Y,230072889,Montgomery County Police,Property Damage Crash,2023-12-21T08:02:00.000,,SAME DIR REAR END,CLEAR,DAYLIGHT,N/A,NONE DETECTED,341DDD42-4CA3-4AF5-B566-93EBDCB51269,No,NO APPARENT INJURY,"N/A, VISION OBSTRUCTION (INCL. BLINDED BY SUN)",NOT DISTRACTED,MD,0F66BBA5-5F04-4F77-95E2-7DB8B1DF2F5F,FUNCTIONAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,East,East,35,No,No,2017,TOYT,SD,NO MISUSE,Maryland (State),VEIRS MILL RD,County,GAYNOR RD,N/A,DRY,,
MCP27710032,230072890,Montgomery County Police,Injury Crash,2023-12-21T08:02:00.000,,SAME DIR REAR END,CLEAR,DAYLIGHT,NO CONTROLS,N/A,5526F942-3383-45BE-8979-9F544E6BA5AA,Yes,POSSIBLE INJURY,"N/A, VISION OBSTRUCTION (INCL. BLINDED BY SUN)",UNKNOWN,MD,6AA99F59-D740-4122-B161-BA4E5C9F97A4,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,45,No,No,2012,FORD,EXLPORER,NO MISUSE,County,VEIRS MILL RD,County,EDGEBROOK RD,N/A,DRY,,
MCP3378000T,230072878,Montgomery County Police,Property Damage Crash,2023-12-21T07:45:00.000,,SAME DIR REAR END,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,F0430E6A-A8B8-48B1-83A7-C00F47AC62DF,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,ED0A0546-66C5-4DB1-886B-43D18B464570,FUNCTIONAL,SIX OCLOCK,SIX OCLOCK,SCHOOL BUS,BACKING,South,South,25,No,No,2012,THOMAS,BUS,NO MISUSE,County,VALLEYWOOD DR,County,GOODHILL RD,N/A,DRY,,
MCP27610056,230072883,Montgomery County Police,Property Damage Crash,2023-12-21T07:37:00.000,PARKING LOT OF 18935 HIGHSTREAM DRIVE,SINGLE VEHICLE,N/A,DAYLIGHT,NO CONTROLS,NONE DETECTED,8FD0AB08-F645-498D-B6A8-2DF58D42F6F9,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,EA5940D8-648C-481D-B16A-198F6CE56DED,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,SCHOOL BUS,MOVING CONSTANT SPEED,East,East,10,No,No,2021,FRHT,SB,NO MISUSE,,,,,,,,
MCP2107004Q,230072879,Montgomery County Police,Property Damage Crash,2023-12-21T07:22:00.000,,SINGLE VEHICLE,CLEAR,DAYLIGHT,N/A,NONE DETECTED,FFC7F7D6-5B47-4047-A456-04F484E0D2BC,Yes,NO APPARENT INJURY,N/A,OTHER DISTRACTION,MD,38F018B0-8B96-41C7-93BF-FB9D884F51CA,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,40,No,No,1999,CHEV,UT,NO MISUSE,Maryland (State),LAYTONSVILLE RD,County,ROCKY RD,N/A,DRY,,
MCP2420005C,230072877,Montgomery County Police,Property Damage Crash,2023-12-21T06:30:00.000,,HEAD ON LEFT TURN,CLEAR,DAWN,TRAFFIC SIGNAL,NONE DETECTED,919A5744-50DD-4A84-A8BA-D1D521603403,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,58FC2E38-C3A2-4B3A-828F-BDAD32C5E2E2,DISABLING,FOUR OCLOCK,FOUR OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,West,40,No,No,2011,TOYT,RAV4,NO MISUSE,Maryland (State),NEW HAMPSHIRE AVE,County,NORWOOD RD,N/A,DRY,,
MCP2420005C,230072877,Montgomery County Police,Property Damage Crash,2023-12-21T06:30:00.000,,HEAD ON LEFT TURN,CLEAR,DAWN,TRAFFIC SIGNAL,N/A,CAD43748-8793-4A6A-B1AE-E8E1B28695A4,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,C7AD3D73-28A2-4808-AFDE-36134E22C37B,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,40,No,No,2023,SUBU,UT,NO MISUSE,Maryland (State),NEW HAMPSHIRE AVE,County,NORWOOD RD,N/A,DRY,,
MCP30080045,230072869,Montgomery County Police,Property Damage Crash,2023-12-21T00:44:00.000,,HEAD ON,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,8591EB14-9B66-493A-92B1-3871C3A40482,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,712F549D-C5DD-452E-A50F-44824CCB050D,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,South,South,25,No,No,2024,HONDA,CRV,NO MISUSE,County,LOUIS AVE,County,WARREN ST,N/A,DRY,,
MCP32300053,230073039,Montgomery County Police,Property Damage Crash,2023-12-21T00:00:00.000,,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,34E3B25B-1DD4-4AB0-8866-14BB9F9F0B9E,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,1427DFE3-8BDF-41CE-AC53-337D267DC065,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,35,No,No,2018,HONDA,PILOT,NO MISUSE,County,EDNOR RD,County,WOODALE DR,N/A,DRY,,
MCP32300053,230073039,Montgomery County Police,Property Damage Crash,2023-12-21T00:00:00.000,,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,877B9417-0710-4E5F-A527-2820F6A4BC86,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,45DDF8AF-C8DD-4BA2-AA3B-B3621879DDF6,DISABLING,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,East,East,35,No,No,2008,VOLVO,4S,NO MISUSE,County,EDNOR RD,County,WOODALE DR,N/A,DRY,,
MCP3158004P,230072862,Montgomery County Police,Injury Crash,2023-12-20T22:42:00.000,,SINGLE VEHICLE,CLEAR,DARK NO LIGHTS,NO CONTROLS,ALCOHOL PRESENT,B94EB41C-B194-434D-B210-462E91314FC5,Yes,POSSIBLE INJURY,N/A,UNKNOWN,MD,A6CB5997-BB8D-44EB-BEEC-DC9E73E581FB,DISABLING,TWELVE OCLOCK,ROOF TOP,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,30,No,No,1998,DODGE,DAKOTA,NO MISUSE,County,MUNCASTER RD,County,WILD FLOWER CT,N/A,DRY,,
MCP2487003C,230072927,Montgomery County Police,Property Damage Crash,2023-12-20T22:00:00.000,,SINGLE VEHICLE,CLEAR,DARK NO LIGHTS,STOP SIGN,UNKNOWN,1242CC9C-D2F3-4824-9386-3C8973A42BC8,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,196B731E-99B6-4243-AA36-2FDE3AB0CC02,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,50,No,No,2019,MERZ,E,NO MISUSE,Maryland (State),RIVER RD,Maryland (State),SENECA RD,N/A,DRY,,
MCP23390090,230072855,Montgomery County Police,Injury Crash,2023-12-20T21:43:00.000,,SINGLE VEHICLE,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,F0AAD73D-BD99-46E9-B2F0-962D1038D954,Yes,SUSPECTED MINOR INJURY,N/A,UNKNOWN,MD,BB194B44-E2F0-439C-ACAB-B2023FE825EA,DESTROYED,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,35,No,No,2021,HONDA,CIVIC,UNKNOWN,County,PARKLAWN DR,County,WILKINS AVE,N/A,DRY,,
MCP1213008X,230072841,Montgomery County Police,Property Damage Crash,2023-12-20T20:03:00.000,,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,DCA3C753-7759-4B9C-8B11-ADBBDCFBBE85,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,1ACB97C2-A9A8-4DE3-9FA6-7841B11B6D50,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,East,East,35,No,No,2023,JEEP,COMPASS,NO MISUSE,County,BRIGGS CHANEY RD,County,PEACH ORCHARD RD,N/A,DRY,,
MCP1213008X,230072841,Montgomery County Police,Property Damage Crash,2023-12-20T20:03:00.000,,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,AFE01465-BB50-47B0-9506-FA0A47229B29,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,FA88524F-6A60-4215-8FD2-99D053AC9BE4,DISABLING,SIX OCLOCK,SIX OCLOCK,(SPORT) UTILITY VEHICLE,STOPPED IN TRAFFIC LANE,East,East,35,No,No,2014,FORD,EXPLORER,NO MISUSE,County,BRIGGS CHANEY RD,County,PEACH ORCHARD RD,N/A,DRY,,
MCP3145004H,230072836,Montgomery County Police,Property Damage Crash,2023-12-20T19:30:00.000,,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,254664D5-5779-4EB3-8F9E-BFB798486B95,Yes,NO APPARENT INJURY,N/A,INATTENTIVE OR LOST IN THOUGHT,MD,F687FFC7-3081-4760-B98D-795D537C4321,DESTROYED,TWELVE OCLOCK,TWELVE OCLOCK,POLICE VEHICLE/NON EMERGENCY,CHANGING LANES,South,South,35,No,No,2017,TOYOTA,PRUIS,NO MISUSE,Maryland (State),NEW HAMPSHIRE AVE,County,POWDER MILL RD,N/A,DRY,,
MCP3145004H,230072836,Montgomery County Police,Property Damage Crash,2023-12-20T19:30:00.000,,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,38C04BB0-328F-4599-9F9B-DA49B535AD2A,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,0C8E9BB8-EB6C-4713-AAE4-FDB45FDC2AD5,FUNCTIONAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,South,35,No,No,2018,NISS,UT,NO MISUSE,Maryland (State),NEW HAMPSHIRE AVE,County,POWDER MILL RD,N/A,DRY,,
MCP3329002B,230072827,Montgomery County Police,Property Damage Crash,2023-12-20T18:30:00.000,,OTHER,CLEAR,DARK LIGHTS ON,N/A,NONE DETECTED,84845EE8-8ABC-469D-A415-922E7333B86D,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,DC,D90A6BE1-1243-48B5-A8ED-3C26ABC33CB9,NO DAMAGE,NINE OCLOCK,NINE OCLOCK,VAN,ACCELERATING,East,East,25,No,No,2013,GM,VAN,NO MISUSE,County,LOCKWOOD DR,Maryland (State),NEW HAMPSHIRE AVE,N/A,DRY,,
MCP3329002B,230072827,Montgomery County Police,Property Damage Crash,2023-12-20T18:30:00.000,,OTHER,CLEAR,DARK LIGHTS ON,N/A,NONE DETECTED,10580B92-CFC0-4F51-88E3-BE6B88100AD8,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,39B7ECA3-4DFE-4E1B-BBF2-3498000E0E94,NO DAMAGE,FIVE OCLOCK,FIVE OCLOCK,TRANSIT BUS,SLOWING OR STOPPING,East,East,25,No,No,2020,NOVB,BUS,NO MISUSE,County,LOCKWOOD DR,Maryland (State),NEW HAMPSHIRE AVE,N/A,DRY,,
